@relation D__cs583_researchProj_data

@attribute text string
@attribute @@class@@ {mixed,negative,neutral,positive}

@data
'TECH STOCKS: IBM Slides To 2-year Low, EBay Drops $MS',negative
'@CNBCFastMoney @GuyAdami @ScottWapnerCNBC Even $X is breaking out above $22.. That one ready for SQUEEEZE..',negative
'RT @ReformedBroker: Citi reports decline of 10\% in investment banking fees and a drop of 19\% in total trading revenues. Weak company in a w?',negative
'$JNJ looks like it wants to give up all pre-market gains. Heading back to $90 after trading $93 this am. #JNJ',negative
'RT @Dawn_Kopecki: $JPM fined $100 million by #CFTC for using \'manipulative\' trading device in Whale loss @Bloomb…',negative
'Not a huge follower of #Cramer but even he admits $TSLA and $NFLX are in lala fundamentalsdontexist land.',negative
'$PFG The damage is already done to Product USA',negative
'$HD $LOW qtrs will be...MT howardlindzon: Black and Decker getting \'Hammered\' , \'drilled\' , -18\%...That is a huge move in a conglomerate?',negative
'\"Potash sales price will hit $300 per tonne, negative for revenues $IPI\"',negative
'$OKE Uni-Pixel Downgraded by Zacks to ?Underperform? (UNXL)',negative
'Weekly charts shows $ADBE has really been struggling to clear and hold $52 for the past few trading sessions. breakout or breakdown?',negative
'if obamer care is so great....why are they wasting more of our tax $s on TV ads to convince the public???',negative
'Citigroup CFO reveals bank has sold its short-term Treasurys: $C',negative
'$JCP Stocks in a Bear Hug - J.C. Penney Company, Inc. (NYSE:JCP), Cumulus Media â€¦',negative
'RT @WestInMyHeart: $BMS tells @NickAuden safety risk yet touts #PD1 drug as safe/effective 2 media #savelockysdad ht…',negative
'$NFLX looks like digesting downgrade. Bad day to get a downgrade',negative
'$CMCSA Stocks fall on lack of debt deal progress',negative
'Alert: $SWK (Stanley Black & Decker) down 14\% on earnings. Details on $BAC $PEP $MAT reports',negative
'$RRC Must-know: Number of natural gas rigs drilling continues to drop',negative
'$TGT Sabina Gold & Silver Corporation Price Target Lowered to C$2.20 at Desjardins ...',negative
'$MUR Shell Nigeria declares force majeure on oil export',negative
'$CTSH Cognizant Technology Solutions Corp (CTSH): Insiders Are Selling Cognizant ...',negative
'\"$NFLX Recall, my worry for #earnings was increase pressure by cable companies - announcement a start, now needs a close above 20D. \"',negative
'$EXPE Wall Street down on growing default concerns',negative
'@jpankey100 lol it sounds like you\'re very underwater on your short $NFLX',negative
'$LLTC Fukushima and the Transnationality of Radioactive Nuclear Contamination ...',negative
'$NFLX buying on dip! Will squeeze shorts.',negative
'@CramersShirt why do weekly\'s flirt with the strike?  $MS I guess that\'s why they call it that.  Otherwise it would come with bags n kids',negative
'Déjà vu at #Apple? Could $AAPL have same problem Steve Jobs warned about 30 years ago? @DailyTicker',negative
'$KEY Earnings for KeyCorp (KEY) Expected to Fall',negative
'$tdc interesting short here.. as long as it stays under 44 area',negative
'PPG Industries profit narrows in the Q3 on after-tax charges. $PPG',negative
'$PEP - MARKET SNAPSHOT: Earnings To Get Extra Scrutiny From Lack Of Data',negative
'Macquarie Downgrades NVIDIA on Potential Impact of Cloud Computing $NVDA',negative
'\"@AndrewhFX not a $PCLN bull, never owned, doubt i ever will, 20x is not insanely priced on earnings and growth, just for joe-sixpack. \"',negative
'$ctsh $infy $lvs $wynn monster runners appearing on day trading scanner..not in!',negative
'$MU can\'t make up any ground...this was around 18.40 pre market...ouch!!',negative
'Vulture Bait? These Four Stocks Could Draw Activist Investors  $LRN',negative
'RT @FoxBusiness: #Dow Chemical continues to prune non-core assets with $500M sale of polypropylene unit to W.R. Grace:',negative
'$C - MARKET SNAPSHOT: U.S. Stocks Mostly Down As Fiscal Deadline Looms',negative
'$SO Barbour\'s ties to Southern Co. questioned in race',negative
'Dear twitter. Stop sending me notifications about $x is now following $y etc. Kthxbai.',negative
'RT @kaylatausche: Wells laid off 5,300 full-time mortgage employees in Q3 but, because of 60-day notice, won\'t save on comp until Q4. $WFC',negative
'\"RT @CNBC: Apple cutting iPhone 5C manufacturing orders for Q4 by less than 20\%, Dow Jones reports citing sources $AAPL \"',negative
'$PFG EXCO Resources, Inc. Announces Execution of Definitive Agreement to Sell ...',negative
'$NFLX getting no love this morning...  whats up?',negative
'US shale is a surprisingly unprofitable miracle: $cog',negative
'$SWK looking to short it on this retracement unless we get above 75.3',negative
'\"$INTC 23.65, closing in on #shortsqueeze \"',negative
'$GOOG took a stab at the Neckline this week, mild bounce. 50 SMA abv is next R',negative
'@ohpinnockz $wag $iostry :(',negative
'RT @BUDDIEE18: $X ... and o\'s...has over 30\% SHORT interest...can u hear the shorts start screaming ??LOL',negative
'$TGT Credit Suisse Lowers HollyFrontier Corp. Price Target to $48.00 (HFC)',negative
'$STI Squawking with \'Walking Dead\' Daryl (sans crossbow)',negative
'#Verizon\'s net adds below expectations, T-Mobile could be to blame. $TMUS',negative
'\"$JPM For all you white walkers long JPM, do yourself a favor & sell swap into $GS (House Blankfien) or $MA. JPM sb dismantled along w Citi',negative
'\"One would think someone would notice $2M+ of oil not showing up\" ND official wrote $TSO',negative
'$DVN Stocks Shrug Off Fitch Warning As Debt Deadline Nears',negative
'$GS has me wanting to find an exit haha',negative
'$X received a new alert. See why at #daytrading',negative
'$WU Diplomanic-depressive',negative
'$MSFT 7500 Contracts with expiration at Nov.15, 2013 PUT 32,0 at 0,25$ (ASK) - trade details',negative
'@jenguevin @matt_townsend  Paper cuts deep. Carpal tunnels collapse...  $NKE',negative
'\"$BSX From Boston to Zanzibar, there is a worldwide war on Christianity. \"',negative
'RT @WSJMoneyBeat: NYSE CFO to depart as ICE deal nears $ICE',negative
'$HSY sales fall around Valentines due to D.C. concerns, tomorrow\'s headlines today...',negative
'$C U.S. stocks decline as fiscal deadline looms',negative
'$DIS Why Tampa Bay Bucked NFL Blackouts',negative
'#Oracle hardware business may be worse than we thought $orcl @gigaom',negative
'Body panel falls off Boeing 787 Dreamliner in flight $BA',negative
'$wag fag',negative
'Is The Canary Among The Coal Miners? $XME',negative
'MARKETWATCH:Expedia shares off 8\% as Deutsche Bank cuts rating to hold from buy $EXPE',negative
'\"$CELG Long Valley Man Admits Insider Trading, Will Pay Back Illegal Gains \"',negative
'\"RT @MarkBoone17: $JCP 83,522,500 shares short (56\% of the float). Insanity!! The day this squeezes will be epic. JMO \"',negative
'$PEP PepsiCo (PEP) Profit Expected to Slip',negative
'$SNDK holding up well in',negative
'\"$MSFT Evry business needs new blood, new thinking or it becomes stagnant.  $YHOO\'s a perfect example. $CSCO should make a few moves, too.. \"',negative
'$MON 5 Things You Probably Don\'t Know About Monsanto',negative
'$AAPL $DIA $SPY #shutdown #debtdefault It is now a race in GOP to be savior:McConnell or Boehner. Same for Democrats. We\'ll have a deal soon',negative
'The Most Trustworthy Apple Analyst Out There Just Slashed His Estimates For iPhone 5C Sales $AAPL',negative
'Whirlpool tumbles on appliance demand report $WHR',negative
'@lesha22 $CMG earnings this week - no play',negative
'$POT aint no $MON thats 4 sure',negative
'$YHOO missed Estimize consensus but beat the Wall Street consensus, we expect it to underperform market next 3 days',negative
'RT @Forbes: JPMorgan\'s legal woes blow a hole in Q3 corporate earnings growth $SPY',negative
'\"closed $AAPL Oct 490/495 put spread for 1.50, that trade was in the wrong for like 30 days atleast \"',negative
'\"As Rates Rise, A Tepid View On Utilities ETFs $DBU $ED $NEE \"',negative
'\"Breaking: $AAPL event will unveil a new iPhone ......in the Burberry print, & MacAir waterproof, in a Burberry raincoat \"',negative
'$RRC Stocks Landing in Bullish Zone: Roche Holding Ltd. (ADR) (OTCMKTS:RHHBY ...',negative
'For Apple, it\'s déjà vu all over again:#iPhone',negative
'$EXPE $PCLN $TZOO $OWW $TRIP Expedia slumps following Deutsche Bank\'s downgrade',negative
'$PSA Not Again, Flood-Battered Cajuns Say',negative
'RT @stockwire24: BMO Capital Lowers Estimates on Verizon Communications; Maintains ... $VZ',negative
'Stifel Lowers PT on Yahoo! Following Below-Estimates 3Q13 Earnings $YHOO',negative
'$AAPL Could Have Same Problem Steve Jobs Warned About 30 Years Ago: #iPhone',negative
'$NSC UPDATE: RBC Capital Markets Downgrades Norfolk Southern on Read-Through ...',negative
'$C kb US STOCKS-Wall St down on growing default concerns',negative
'RT @theflynews $EXPE $PCLN $TZOO $OWW $TRIP Expedia slumps following Deutsche Bank\'s downgrade: Full Story',negative
'\"$JNJ -3\% hip pricing, -1.5\% knee, -4\% spine. mix was mixed! not a surprise to see negative mix in spine. \"',negative
'@ThornfieldCap: Take this opportunity to sell the refiners. $TSO $VLO $HFC $DK $CVI REPEAT do not get trapped by the momentum',negative
'$MOS \'t was wrong about it\'s being ready to go. Think that was early. Will keep an eye on it for the next few days',negative
'@axiosadvisors haha what? $chk - doubt that would happen so early in $chk \'s improvements',negative
'\"$DHI The Party\'s Over For Cyclical Stocks [Macy\'s, Inc., The Gap Inc., Abercrombie ... \"',negative
'$RRC Percentage Losers - Globalstar, Inc. (OTCMKTS:GSAT), Citigroup Inc (NYSE:C ...',negative
'$EXC Report: violations at Pa. nuclear plants vary',negative
'Expedia shares are down as Deutsche Bank cuts rating citing heightened competition $expe',negative
'short $FLIR earnings sucker 30.25',negative
'$JCP is a dog..wait for earnings)',negative
'Selling 1/3 of my $FDX at $120.40 from LT account and selling the 121 weekly calls against the remainder',negative
'\"$BAX about to hit 67, was 75. Long NOV calls. \"',negative
'RT @BobPisani: $WFC earnings: where\'s the loan growth? Q3 loan growth 2.5\%, 2012 loan growth 4.5\%.',negative
'$PBCT Palazzo, Nunnelee oppose shutdown resolution',negative
'RT @TweetLeni: $X 25.15\% This is what \'junk\' steel looks like',negative
'$VZ Squawking with \'Walking Dead\' Daryl (sans crossbow)',negative
'$LLY received a new alert. See why at #daytrading',negative
'\"RT @CNBC: Broadcasters CBS, ABC, NBC, Fox file Supreme Court petition to shut down Aereo streaming service - DJ ? $CBS $DIS $FOXA $CMCSA \"',negative
'$AAPL disappointed in this price action',negative
'$UNH - MARKET SNAPSHOT: Earnings To Get Extra Scrutiny From Lack Of Data',negative
'@tomcoleok04 The point you f\'rs made wasted $24B not inc $Ms more on stupid votes for 2 yrs! $ that could have reduced debt or helped ppl!!!',negative
'RT @GEQSense: Peak Stupidity by Gavin - #btfd',negative
'$MU -4.34\%',negative
'$DRI Vulture Bait? These Four Stocks Could Draw Activist Investors',negative
'\"RT @deeCNBC: KFC & McDonalds in trouble again in China. CCTV \"\"investigation\"\" finds ice cubes dirtier than toilet water \"',negative
'\"$EBAY Trade-Ideas: EBay (EBAY) Is Today\'s \"\"Roof Leaker\"\" Stock \"',negative
'U.S. stocks decline as fiscal deadline looms $C',negative
'i wouldnt be suprised to see $JCP tank',negative
'Rising U.S. nat gas prices may make exports less competitive $GAZ',negative
'$FIS Banks Left Behind As Payments Go Mobile?',negative
'Peter Thiel argues $GOOG is no longer a tech company and that their stock is a bet against search innovation',negative
'Apple pulling back on iPhone 5C #iphone',negative
'$WPX Activists Seek Repeat of $40 Billion Oil Patch Windfall: Energy',negative
'RT @DatamonitorMark: For anyone interested in the nitty-gritty of the $DGX declaratory judgment action against $MYGN:',negative
'$MU - Micron Technology Lowered to \"Underperform\" at Wells Fargo & Co. #MU',negative
'$OMC Emerging markets slowdown depresses growth at Publicis',negative
'$MRK received a new alert. See why at #daytrading',negative
'$ADI Moga Pro review: level up your Android gaming',negative
'i would actually love to see the overdraft fee that $JPM would charge the treasury.',negative
'$SWN Ontario green energy mess the legacy of doing only half a job',negative
'OK, $TDC havent\' done much in a long time... if I see the high $30\'s I\'ll bite.',negative
'RT @OptionsFlux: $MSFT 21000 Contracts with expiration at Jan.17, 2014 CALL 36,0 at 1,04$ (ASK) - trade details',negative
'RT @howardlindzon: I am not paying my taxes until $JPM pays their $23 billion in fines or @jdrive eats',negative
'RT @MarketCurrents Retail watch: Cautious outlook from PetSmart not a good sign $PETM',negative
'$BRCM really should be over 27 at this point. Feeling very options manipulated.',negative
'$AAPL option mkt makers winning again,keeping shares below 500 even in soaring market.  Retail: stop buying weeklies, you\'re losing',negative
'$THC Confusion, Anger And Criticism Mark Some Obamacare Attitudes',negative
'Had only few seconds to take a 100\% in $NFLX C\'s earlier, lol. Now down 50\%. Hope this POS doesn\'t let me down completely today.',negative
'$BAC [$$] Mortgage-Relief Settlement Monitor Says Banks Have Paid Bulk',negative
'\"RT @CNBC: Broadcasters CBS, ABC, NBC, Fox file Supreme Court petition to shut down Aereo streaming service - DJ ? $CBS $DIS $FOXA $CMCSA \"',negative
'RT @wallstCS: A power outage during routine maintenance left EBT cards at 2 $WMT in Louisiana from registering spending limits',negative
'Option Millionaires: jimmybob: $PCLN broke $1028 - Long area now folks',negative
'$WFC sees continued pressure on NIM.',negative
'$MTB Rare road woes slowing Packers',negative
'Ok so $WFC expects net interest margin to continue to CONTRACT. Every regional bank bull case rests on NIMs increasing.  But still no panic?',negative
'\"$EXPE stock takes a hit, down 6\%; Expedia downgraded to Hold from Buy at Deutsche Bank (TheFlyOnTheWall) #decliner #stock #markets #data\"',negative
'Options Bias Traps (How to avoid them) $DIS$DIA $DOW $DPS Free (link)::',negative
'Shares of $JCP off another 2.5\% near 30 years lows due to default risk completely unrelated to the debt ceiling',negative
'@MNYCx $JCP maybe when  it hits 0?',negative
'$DTE Utility workers face \'frightening\' scenarios like DTE worker being threatened',negative
'\"going to have some $INTC calls that expire worthless this week...but they were .10 each so not EOW, we\'ll see if $IBM puts make up for it. \"',negative
'$aapl \"analyst\" and \"trust worthy\"? U r kidding right? That\'s like saying samsung and \"original ideas\" are synonymous',negative
'$MU triggering short entries on the 5 here - suspect trend to continue',negative
'RT @hcpeterson: Walmart execs: The \"unpredictable\" economy is a \"constant battle\" $WMT',negative
'$APC Venezuela detains ship with 5 US citizens on board in water claimed by Guyana',negative
'unfollowing carrots spree bc $wag',negative
'Daniel_Kong [09:32:00 CT]: 10:25:12 RTRS - FED\'S FISHER SAYS \'TOO TENDER A MOMENT\' TO TRIM QE THIS MONTH - @Reuters  // iQE (from $AAPL ?)',negative
'$BAC green 66.02',negative
'A power outage during routine maintenance left EBT cards at 2 $WMT in Louisiana from registering spending limits',negative
'Commented on StockTwits: $AAPL So weak // up 6 days in a row.  So weak. Close your short clown',negative
'Most bearish stocks on Twitter: $aria $c $ctxs $expe $fdo $gdxj $gld $gps $mrk $pbct $rht $rt $shld $tdc $yum',negative
'$WAT Stock Downgrades: Expedia Isn\'t Sailing the Ocean Blue',negative
'Tech Shutdown Exposure via ISI\'s MarshallI: $NTAP -3\% MTD w/12\% US federal sales exposure. $VMW -2\% w/11\% sales. Underperformance overdone.',negative
'$BSX Squawking with \'Walking Dead\' Daryl (sans crossbow)',negative
